C_SU_SETID,Q
C_SU_FORMS
C_SU_ID,%.20g,%.20g,%.20g,%.20g,%.2f,%.2f,%.2f,%.2f,%.2f,%.2f,%.2f,%.2f,%.2f,%.2f,%.2f,%.2f,%.2f,%.2f,%.2f,%.2f,%.2f,%.2f,%.2f,%.2f,%.2f
Q,258,349,18,9,425.00,400.00,340007.66,5539607.27,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,259,369,19,9,450.00,400.00,340020.16,5539585.62,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,260,389,20,9,475.00,400.00,340032.65,5539563.96,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,261,409,21,9,500.00,400.00,340045.14,5539542.31,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,262,429,22,9,525.00,400.00,340057.63,5539520.66,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,263,449,23,9,550.00,400.00,340070.13,5539499.00,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,264,469,24,9,575.00,400.00,340082.62,5539477.35,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,265,489,25,9,600.00,400.00,340095.11,5539455.69,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,266,509,26,9,625.00,400.00,340107.61,5539434.04,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,267,529,27,9,650.00,400.00,340120.10,5539412.38,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,268,549,28,9,675.00,400.00,340132.59,5539390.73,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,269,569,29,9,700.00,400.00,340145.09,5539369.07,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,270,589,30,9,725.00,400.00,340157.58,5539347.42,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,271,10,1,10,0.00,450.00,339838.59,5540000.39,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,272,30,2,10,25.00,450.00,339851.08,5539978.73,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,273,50,3,10,50.00,450.00,339863.58,5539957.08,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,274,70,4,10,75.00,450.00,339876.07,5539935.42,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,275,90,5,10,100.00,450.00,339888.56,5539913.77,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,276,110,6,10,125.00,450.00,339901.06,5539892.12,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,277,130,7,10,150.00,450.00,339913.55,5539870.46,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,278,150,8,10,175.00,450.00,339926.04,5539848.81,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,279,170,9,10,200.00,450.00,339938.53,5539827.15,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,280,190,10,10,225.00,450.00,339951.03,5539805.50,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,281,210,11,10,250.00,450.00,339963.52,5539783.84,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,282,230,12,   200,275.00,450.00,339976.01,  20000000.00, 150.00, 130.00, -120.00, -140.00, -550000.00, 10.00, 20.00, 220.00, 1100.00, 480.00, 2400.00, 660.00, 3300.00,880.00, 4400.00,900.00,4800.00
Q,283,250,13,10,300.00,450.00,339988.51,5539740.53,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,284,270,14,10,325.00,450.00,340001.00,5539718.88,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,285,290,15,10,350.00,450.00,340013.49,5539697.22,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,286,310,16,10,375.00,450.00,340025.99,5539675.57,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,287,330,17,10,400.00,450.00,340038.48,5539653.91,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,288,350,18,10,425.00,450.00,340050.97,5539632.26,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,289,370,19,10,450.00,450.00,340063.46,5539610.61,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,290,390,20,10,475.00,450.00,340075.96,5539588.95,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,291,410,21,10,500.00,450.00,340088.45,5539567.30,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,292,430,22,10,525.00,450.00,340100.94,5539545.64,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,293,450,23,10,550.00,450.00,340113.44,5539523.99,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,294,470,24,10,575.00,450.00,340125.93,5539502.33,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,295,490,25,10,600.00,450.00,340138.42,5539480.68,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,296,510,26,10,625.00,450.00,340150.92,5539459.02,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,297,530,27,10,650.00,450.00,340163.41,5539437.37,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,298,550,28,10,675.00,450.00,340175.90,5539415.71,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,299,570,29,10,700.00,450.00,340188.40,5539394.06,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,300,590,30,10,725.00,450.00,340200.89,5539372.40,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,301,11,1,11,0.00,500.00,339881.90,5540025.37,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,302,31,2,11,25.00,500.00,339894.39,5540003.72,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,303,51,3,11,50.00,500.00,339906.89,5539982.07,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,304,71,4,11,75.00,500.00,339919.38,5539960.41,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,305,91,5,11,100.00,500.00,339931.87,5539938.76,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,306,111,6,11,125.00,500.00,339944.36,5539917.10,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,307,131,7,11,150.00,500.00,339956.86,5539895.45,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,308,151,8,11,175.00,500.00,339969.35,5539873.79,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,309,171,9,11,200.00,500.00,339981.84,5539852.14,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,310,191,10,11,225.00,500.00,339994.34,5539830.48,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,311,211,11,11,250.00,500.00,340006.83,5539808.83,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,312,231,12,11,275.00,500.00,340019.32,5539787.17,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,313,251,13,11,300.00,500.00,340031.82,5539765.52,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,314,271,14,11,325.00,500.00,340044.31,5539743.86,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,315,291,15,11,350.00,500.00,340056.80,5539722.21,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,316,311,16,11,375.00,500.00,340069.30,5539700.56,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,317,331,17,11,400.00,500.00,340081.79,5539678.90,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,318,351,18,11,425.00,500.00,340094.28,5539657.25,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,319,371,19,11,450.00,500.00,340106.77,5539635.59,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,320,391,20,11,475.00,500.00,340119.27,5539613.94,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,321,411,21,11,500.00,500.00,340131.76,5539592.28,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,322,431,22,11,525.00,500.00,340144.25,5539570.63,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,323,451,23,11,550.00,500.00,340156.75,5539548.97,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,324,471,24,11,575.00,500.00,340169.24,5539527.32,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,325,491,25,11,600.00,500.00,340181.73,5539505.66,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,326,511,26,11,625.00,500.00,340194.23,5539484.01,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,327,531,27,11,650.00,500.00,340206.72,5539462.35,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,328,551,28,11,675.00,500.00,340219.21,5539440.70,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,329,571,29,11,700.00,500.00,340231.70,5539419.04,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,330,591,30,11,725.00,500.00,340244.20,5539397.39,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,331,12,1,12,0.00,550.00,339925.21,5540050.36,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,332,32,2,12,25.00,550.00,339937.70,5540028.71,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,333,52,3,12,50.00,550.00,339950.19,5540007.05,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,334,72,4,12,75.00,550.00,339962.69,5539985.40,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,335,92,5,12,100.00,550.00,339975.18,5539963.74,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,336,112,6,12,125.00,550.00,339987.67,5539942.09,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,337,132,7,12,150.00,550.00,340000.17,5539920.43,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,338,152,8,12,175.00,550.00,340012.66,5539898.78,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,339,172,9,12,200.00,550.00,340025.15,5539877.12,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,340,192,10,12,225.00,550.00,340037.65,5539855.47,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,341,212,11,12,250.00,550.00,340050.14,5539833.81,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,342,232,12,12,275.00,550.00,340062.63,5539812.16,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,343,252,13,12,300.00,550.00,340075.13,5539790.51,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,344,272,14,12,325.00,550.00,340087.62,5539768.85,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,345,292,15,12,350.00,550.00,340100.11,5539747.20,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,346,312,16,12,375.00,550.00,340112.60,5539725.54,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,347,332,17,12,400.00,550.00,340125.10,5539703.89,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,348,352,18,12,425.00,550.00,340137.59,5539682.23,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,349,372,19,12,450.00,550.00,340150.08,5539660.58,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,350,392,20,12,475.00,550.00,340162.58,5539638.92,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,351,412,21,12,500.00,550.00,340175.07,5539617.27,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,352,432,22,12,525.00,550.00,340187.56,5539595.61,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,353,452,23,12,550.00,550.00,340200.06,5539573.96,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,354,472,24,12,575.00,550.00,340212.55,5539552.30,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,355,492,25,12,600.00,550.00,340225.04,5539530.65,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,356,512,26,12,625.00,550.00,340237.53,5539508.99,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,357,532,27,12,650.00,550.00,340250.03,5539487.34,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,358,552,28,12,675.00,550.00,340262.52,5539465.69,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,359,572,29,12,700.00,550.00,340275.01,5539444.03,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,360,592,30,12,725.00,550.00,340287.51,5539422.38,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,361,13,1,13,0.00,600.00,339968.52,5540075.35,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,362,33,2,13,25.00,600.00,339981.01,5540053.69,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,363,53,3,13,50.00,600.00,339993.50,5540032.04,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,364,73,4,13,75.00,600.00,340006.00,5540010.38,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,365,93,5,13,100.00,600.00,340018.49,5539988.73,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,366,113,6,13,125.00,600.00,340030.98,5539967.07,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,367,133,7,13,150.00,600.00,340043.48,5539945.42,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,368,153,8,13,175.00,600.00,340055.97,5539923.76,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,369,173,9,13,200.00,600.00,340068.46,5539902.11,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,370,193,10,13,225.00,600.00,340080.96,5539880.46,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,371,213,11,13,250.00,600.00,340093.45,5539858.80,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,372,233,12,13,275.00,600.00,340105.94,5539837.15,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,373,253,13,13,300.00,600.00,340118.43,5539815.49,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,374,273,14,13,325.00,600.00,340130.93,5539793.84,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,375,293,15,13,350.00,600.00,340143.42,5539772.18,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,376,313,16,13,375.00,600.00,340155.91,5539750.53,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,377,333,17,13,400.00,600.00,340168.41,5539728.87,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,378,353,18,13,425.00,600.00,340180.90,5539707.22,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,379,373,19,13,450.00,600.00,340193.39,5539685.56,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,380,393,20,13,475.00,600.00,340205.89,5539663.91,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,381,413,21,13,500.00,600.00,340218.38,5539642.25,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,382,433,22,13,525.00,600.00,340230.87,5539620.60,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,383,453,23,13,550.00,600.00,340243.37,5539598.94,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,384,473,24,13,575.00,600.00,340255.86,5539577.29,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,385,493,25,13,600.00,600.00,340268.35,5539555.64,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,386,513,26,13,625.00,600.00,340280.84,5539533.98,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
Q,387,533,27,13,650.00,600.00,340293.34,5539512.33,50.00,30.00,-20.00,-40.00,-10.00,0.00,0.00,200.00,1000.00,400.00,2000.00,600.00,3000.00,800.00,4000.00,800.00,4000.00
