C_SU_SETID,Q
C_SU_FORMS
C_SU_ID,%.20g,%.20g,%.20g,%.20g,%.2f,%.2f,%.2f,%.2f,%.2f,%.2f,%.2f,%.2f,%.2f,%.2f,%.2f,%.2f,%.2f,%.2f,%.2f,%.2f
Q,1611,865,38,14,925.00,650.00,339825.26,5540223.60,161.10,1823.75,2496.45,3157.84,3653.79,4034.90,4253.66,4448.68,4637.31,4825.09,4969.24,5106.43
Q,1612,888,39,14,950.00,650.00,339837.76,5540201.94,161.20,1815.73,2497.36,3168.80,3659.52,4019.78,4223.22,4412.45,4597.24,4781.25,4928.26,5070.20
Q,1613,911,40,14,975.00,650.00,339850.25,5540180.29,161.30,1807.81,2498.28,3179.87,3665.29,4004.84,4193.43,4377.10,4558.19,4738.58,4888.28,5034.73
Q,1614,934,41,14,1000.00,650.00,339862.74,5540158.63,161.40,1800.00,2499.20,3191.06,3671.08,3990.06,4164.27,4342.58,4520.12,4697.03,4849.25,5000.00
Q,1615,957,42,14,1025.00,650.00,339875.24,5540136.98,161.50,1800.00,2503.58,3198.16,3671.86,3987.38,4163.26,4344.39,4524.56,4703.95,4853.85,5001.09
Q,1616,980,43,14,1050.00,650.00,339887.73,5540115.32,161.60,1800.00,2507.98,3205.31,3672.65,3984.70,4162.26,4346.20,4529.01,4710.89,4858.46,5002.17
Q,1617,1003,44,14,1075.00,650.00,339900.22,5540093.67,161.70,1800.00,2512.41,3212.51,3673.43,3982.03,4161.26,4348.01,4533.47,4717.87,4863.08,5003.26
Q,1618,1026,45,14,1100.00,650.00,339912.72,5540072.02,161.80,1800.00,2516.86,3219.76,3674.22,3979.36,4160.26,4349.83,4537.95,4724.88,4867.72,5004.34
Q,1619,1049,46,14,1125.00,650.00,339925.21,5540050.36,161.90,1800.00,2521.33,3227.05,3675.00,3976.70,4159.26,4351.65,4542.44,4731.92,4872.37,5005.43
Q,1620,1072,47,14,1150.00,650.00,339937.70,5540028.71,162.00,1800.00,2525.83,3234.40,3675.79,3974.04,4158.26,4353.47,4546.94,4738.99,4877.03,5006.52
Q,1621,1095,48,14,1175.00,650.00,339950.19,5540007.05,162.10,1800.00,2530.35,3241.79,3676.57,3971.39,4157.26,4355.29,4551.46,4746.09,4881.70,5007.61
Q,1622,1118,49,14,1200.00,650.00,339962.69,5539985.40,162.20,1800.00,2534.90,3249.24,3677.36,3968.74,4156.26,4357.11,4555.99,4753.22,4886.39,5008.70
Q,1623,1141,50,14,1225.00,650.00,339975.18,5539963.74,162.30,1800.00,2539.47,3256.74,3678.15,3966.10,4155.27,4358.94,4560.53,4760.39,4891.09,5009.79
Q,1624,1164,51,14,1250.00,650.00,339987.67,5539942.09,162.40,1800.00,2544.07,3264.29,3678.94,3963.46,4154.27,4360.77,4565.09,4767.59,4895.81,5010.88
Q,1625,1187,52,14,1275.00,650.00,340000.17,5539920.43,162.50,1800.00,2548.69,3271.89,3679.72,3960.83,4153.28,4362.60,4569.66,4774.82,4900.54,5011.97
Q,1626,1210,53,14,1300.00,650.00,340012.66,5539898.78,162.60,1800.00,2553.34,3279.55,3680.51,3958.21,4152.28,4364.43,4574.24,4782.09,4905.28,5013.07
Q,1627,1233,54,14,1325.00,650.00,340025.15,5539877.12,162.70,1800.00,2558.01,3287.26,3681.30,3955.59,4151.29,4366.27,4578.84,4789.38,4910.04,5014.16
Q,1628,1256,55,14,1350.00,650.00,340037.65,5539855.47,162.80,1800.00,2562.71,3295.02,3682.09,3952.97,4150.29,4368.11,4583.45,4796.72,4914.81,5015.26
Q,1629,1279,56,14,1375.00,650.00,340050.14,5539833.81,162.90,1800.00,2567.43,3302.84,3682.88,3950.36,4149.30,4369.95,4588.08,4804.08,4919.60,5016.35
Q,1630,1302,57,14,1400.00,650.00,340062.63,5539812.16,163.00,1800.00,2572.18,3310.72,3683.67,3947.76,4148.31,4371.79,4592.72,4811.48,4924.40,5017.45
Q,1631,1325,58,14,1425.00,650.00,340075.13,5539790.51,163.10,1800.00,2576.96,3318.65,3684.47,3945.16,4147.32,4373.64,4597.37,4818.91,4929.21,5018.54
Q,1632,1348,59,14,1450.00,650.00,340087.62,5539768.85,163.20,1800.00,2581.76,3326.64,3685.26,3942.56,4146.33,4375.48,4602.04,4826.38,4934.04,5019.64
Q,1633,1371,60,14,1475.00,650.00,340100.11,5539747.20,163.30,1800.00,2586.59,3334.69,3686.05,3939.97,4145.34,4377.33,4606.72,4833.88,4938.88,5020.74
Q,1634,1394,61,14,1500.00,650.00,340112.60,5539725.54,163.40,1800.00,2591.45,3342.80,3686.84,3937.39,4144.35,4379.19,4611.42,4841.42,4943.73,5021.84
Q,1635,1417,62,14,1525.00,650.00,340125.10,5539703.89,163.50,1800.00,2596.33,3350.96,3687.64,3934.81,4143.36,4381.04,4616.13,4849.00,4948.60,5022.94
Q,1636,1440,63,14,1550.00,650.00,340137.59,5539682.23,163.60,1800.00,2601.25,3359.19,3688.43,3932.23,4142.37,4382.90,4620.85,4856.60,4953.49,5024.04
Q,1637,1463,64,14,1575.00,650.00,340150.08,5539660.58,163.70,1800.00,2606.19,3367.48,3689.22,3929.66,4141.38,4384.76,4625.59,4864.25,4958.39,5025.14
Q,1638,1486,65,14,1600.00,650.00,340162.58,5539638.92,163.80,1800.00,2611.16,3375.82,3690.02,3927.10,4140.40,4386.62,4630.35,4871.93,4963.30,5026.24
Q,1639,1509,66,14,1625.00,650.00,340175.07,5539617.27,163.90,1800.00,2616.15,3384.24,3690.81,3924.54,4139.41,4388.48,4635.12,4879.65,4968.23,5027.34
Q,1640,1532,67,14,1650.00,650.00,340187.56,5539595.61,164.00,1800.00,2621.18,3392.71,3691.61,3921.99,4138.43,4390.35,4639.90,4887.40,4973.17,5028.44
Q,1641,1555,68,14,1675.00,650.00,340200.06,5539573.96,164.10,1800.00,2626.24,3401.25,3692.41,3919.44,4137.44,4392.22,4644.70,4895.19,4978.13,5029.55
Q,1642,1578,69,14,1700.00,650.00,340212.55,5539552.30,164.20,1800.00,2631.32,3409.85,3693.20,3916.89,4136.46,4394.09,4649.52,4903.02,4983.10,5030.65
Q,1643,1601,70,14,1725.00,650.00,340225.04,5539530.65,164.30,1800.00,2636.44,3418.52,3694.00,3914.35,4135.47,4395.96,4654.35,4910.89,4988.09,5031.76
Q,1644,1624,71,14,1750.00,650.00,340237.53,5539508.99,164.40,1800.00,2641.58,3427.26,3694.80,3911.82,4134.49,4397.84,4659.19,4918.79,4993.09,5032.86
Q,1645,1647,72,14,1775.00,650.00,340250.03,5539487.34,164.50,1800.00,2646.75,3436.06,3695.60,3909.29,4133.51,4399.72,4664.05,4926.74,4998.11,5033.97
Q,1646,1670,73,14,1800.00,650.00,340262.52,5539465.69,164.60,1800.00,2651.96,3444.93,3696.40,3906.77,4132.53,4401.60,4668.92,4934.72,5003.14,5035.08
Q,1647,1693,74,14,1825.00,650.00,340275.01,5539444.03,164.70,1800.00,2657.20,3453.87,3697.20,3904.25,4131.55,4403.48,4673.81,4942.74,5008.19,5036.18
Q,1648,1716,75,14,1850.00,650.00,340287.51,5539422.38,164.80,1800.00,2662.46,3462.88,3698.00,3901.73,4130.57,4405.37,4678.72,4950.80,5013.26,5037.29
Q,1649,1739,76,14,1875.00,650.00,340300.00,5539400.72,164.90,1800.00,2667.76,3471.96,3698.80,3899.22,4129.59,4407.26,4683.64,4958.90,5018.33,5038.40
Q,1650,1762,77,14,1900.00,650.00,340312.49,5539379.07,165.00,1800.00,2673.09,3481.11,3699.60,3896.72,4128.61,4409.15,4688.57,4967.04,5023.43,5039.51
Q,1651,1785,78,14,1925.00,650.00,340324.99,5539357.41,165.10,1800.00,2678.45,3490.34,3700.40,3894.22,4127.64,4411.04,4693.53,4975.22,5028.54,5040.62
Q,1652,1808,79,14,1950.00,650.00,340337.48,5539335.76,165.20,1800.00,2683.85,3499.64,3701.20,3891.72,4126.66,4412.93,4698.49,4983.44,5033.66,5041.74
Q,1653,1831,80,14,1975.00,650.00,340349.97,5539314.10,165.30,1800.00,2689.28,3509.01,3702.01,3889.23,4125.68,4414.83,4703.48,4991.70,5038.80,5042.85
Q,1654,1854,81,14,2000.00,650.00,340362.47,5539292.45,165.40,1800.00,2694.74,3518.46,3702.81,3886.74,4124.71,4416.73,4708.48,5000.00,5043.96,5043.96
Q,1655,1877,82,14,2025.00,650.00,340374.96,5539270.79,165.50,1802.65,2698.74,3523.73,3708.58,3893.03,4131.41,4423.74,4715.80,5007.63,5049.56,5049.56
Q,1656,1900,83,14,2050.00,650.00,340387.45,5539249.14,165.60,1805.30,2702.75,3529.02,3714.38,3899.35,4138.14,4430.78,4723.15,5015.30,5055.18,5055.18
Q,1657,1923,84,14,2075.00,650.00,340399.94,5539227.48,165.70,1807.97,2706.79,3534.33,3720.20,3905.69,4144.90,4437.86,4730.54,5023.01,5060.82,5060.82
Q,1658,1946,85,14,2100.00,650.00,340412.44,5539205.83,165.80,1810.66,2710.84,3539.67,3726.06,3912.07,4151.70,4444.97,4737.96,5030.75,5066.48,5066.48
Q,1659,1969,86,14,2125.00,650.00,340424.93,5539184.18,165.90,1813.35,2714.92,3545.04,3731.94,3918.48,4158.53,4452.11,4745.42,5038.53,5072.16,5072.16
Q,1660,1992,87,14,2150.00,650.00,340437.42,5539162.52,166.00,1816.05,2719.01,3550.43,3737.85,3924.92,4165.40,4459.29,4752.92,5046.34,5077.86,5077.86
Q,1661,2015,88,14,2175.00,650.00,340449.92,5539140.87,166.10,1818.77,2723.12,3555.84,3743.78,3931.39,4172.30,4466.50,4760.45,5054.19,5083.57,5083.57
Q,1662,2038,89,14,2200.00,650.00,340462.41,5539119.21,166.20,1821.50,2727.25,3561.28,3749.75,3937.90,4179.23,4473.75,4768.01,5062.07,5089.31,5089.31
Q,1663,2061,90,14,2225.00,650.00,340474.90,5539097.56,166.30,1824.24,2731.39,3566.74,3755.74,3944.43,4186.20,4481.03,4775.61,5070.00,5095.06,5095.06
Q,1664,2084,91,14,2250.00,650.00,340487.40,5539075.90,166.40,1827.00,2735.56,3572.23,3761.77,3951.00,4193.21,4488.35,4783.25,5077.96,5100.84,5100.84
Q,1665,2107,92,14,2275.00,650.00,340499.89,5539054.25,166.50,1829.77,2739.74,3577.74,3767.82,3957.61,4200.24,4495.71,4790.93,5085.96,5106.63,5106.63
Q,1666,2130,93,14,2300.00,650.00,340512.38,5539032.59,166.60,1832.55,2743.95,3583.28,3773.90,3964.24,4207.32,4503.10,4798.64,5093.99,5112.44,5112.44
Q,1667,2153,94,14,2325.00,650.00,340524.88,5539010.94,166.70,1835.34,2748.17,3588.85,3780.01,3970.91,4214.43,4510.53,4806.39,5102.07,5118.28,5118.28
Q,1668,2176,95,14,2350.00,650.00,340537.37,5538989.28,166.80,1838.14,2752.41,3594.44,3786.15,3977.61,4221.58,4517.99,4814.18,5110.18,5124.13,5124.13
Q,1669,2199,96,14,2375.00,650.00,340549.86,5538967.63,166.90,1840.96,2756.68,3600.05,3792.32,3984.35,4228.76,4525.49,4822.00,5118.33,5130.01,5130.01
Q,1670,2222,97,14,2400.00,650.00,340562.35,5538945.97,167.00,1843.79,2760.96,3605.70,3798.52,3991.12,4235.98,4533.03,4829.86,5126.52,5135.90,5135.90
Q,1671,2245,98,14,2425.00,650.00,340574.85,5538924.32,167.10,1846.64,2765.26,3611.37,3804.75,3997.93,4243.24,4540.61,4837.77,5134.75,5141.81,5141.81
Q,1672,2268,99,14,2450.00,650.00,340587.34,5538902.66,167.20,1849.49,2769.58,3617.07,3811.01,4004.77,4250.53,4548.23,4845.71,5143.02,5147.75,5147.75
Q,1673,2291,100,14,2475.00,650.00,340599.83,5538881.01,167.30,1852.37,2773.93,3622.79,3817.31,4011.65,4257.86,4555.88,4853.69,5151.33,5153.70,5153.70
Q,1674,2314,101,14,2500.00,650.00,340612.33,5538859.36,167.40,1855.25,2778.29,3628.54,3823.63,4018.56,4265.23,4563.57,4861.71,5159.68,5159.68,5159.68
Q,1675,2337,102,14,2525.00,650.00,340624.82,5538837.70,167.40,1855.25,2778.29,3628.54,3823.63,4018.56,4265.23,4563.57,4861.71,5159.68,5159.68,5159.68
Q,1676,2360,103,14,2550.00,650.00,340637.31,5538816.05,167.40,1855.25,2778.29,3628.54,3823.63,4018.56,4265.23,4563.57,4861.71,5159.68,5159.68,5159.68
Q,1677,2383,104,14,2575.00,650.00,340649.81,5538794.39,167.40,1855.25,2778.29,3628.54,3823.63,4018.56,4265.23,4563.57,4861.71,5159.68,5159.68,5159.68
Q,1678,2406,105,14,2600.00,650.00,340662.30,5538772.74,167.40,1855.25,2778.29,3628.54,3823.63,4018.56,4265.23,4563.57,4861.71,5159.68,5159.68,5159.68
Q,1679,2429,106,14,2625.00,650.00,340674.79,5538751.08,167.40,1855.25,2778.29,3628.54,3823.63,4018.56,4265.23,4563.57,4861.71,5159.68,5159.68,5159.68
Q,1680,2452,107,14,2650.00,650.00,340687.29,5538729.43,167.40,1855.25,2778.29,3628.54,3823.63,4018.56,4265.23,4563.57,4861.71,5159.68,5159.68,5159.68
Q,1681,2475,108,14,2675.00,650.00,340699.78,5538707.77,167.40,1855.25,2778.29,3628.54,3823.63,4018.56,4265.23,4563.57,4861.71,5159.68,5159.68,5159.68
Q,1682,2498,109,14,2700.00,650.00,340712.27,5538686.12,167.40,1855.25,2778.29,3628.54,3823.63,4018.56,4265.23,4563.57,4861.71,5159.68,5159.68,5159.68
Q,1683,2521,110,14,2725.00,650.00,340724.76,5538664.46,167.40,1855.25,2778.29,3628.54,3823.63,4018.56,4265.23,4563.57,4861.71,5159.68,5159.68,5159.68
Q,1684,2544,111,14,2750.00,650.00,340737.26,5538642.81,167.40,1855.25,2778.29,3628.54,3823.63,4018.56,4265.23,4563.57,4861.71,5159.68,5159.68,5159.68
Q,1685,2567,112,14,2775.00,650.00,340749.75,5538621.15,167.40,1855.25,2778.29,3628.54,3823.63,4018.56,4265.23,4563.57,4861.71,5159.68,5159.68,5159.68
Q,1686,2590,113,14,2800.00,650.00,340762.24,5538599.50,167.40,1855.25,2778.29,3628.54,3823.63,4018.56,4265.23,4563.57,4861.71,5159.68,5159.68,5159.68
Q,1687,2613,114,14,2825.00,650.00,340774.74,5538577.85,167.40,1855.25,2778.29,3628.54,3823.63,4018.56,4265.23,4563.57,4861.71,5159.68,5159.68,5159.68
Q,1688,2636,115,14,2850.00,650.00,340787.23,5538556.19,167.40,1855.25,2778.29,3628.54,3823.63,4018.56,4265.23,4563.57,4861.71,5159.68,5159.68,5159.68
Q,1689,2659,116,14,2875.00,650.00,340799.72,5538534.54,167.40,1855.25,2778.29,3628.54,3823.63,4018.56,4265.23,4563.57,4861.71,5159.68,5159.68,5159.68
Q,1690,2682,117,14,2900.00,650.00,340812.22,5538512.88,167.40,1855.25,2778.29,3628.54,3823.63,4018.56,4265.23,4563.57,4861.71,5159.68,5159.68,5159.68
Q,1691,2705,118,14,2925.00,650.00,340824.71,5538491.23,167.40,1855.25,2778.29,3628.54,3823.63,4018.56,4265.23,4563.57,4861.71,5159.68,5159.68,5159.68
Q,1692,2728,119,14,2950.00,650.00,340837.20,5538469.57,167.40,1855.25,2778.29,3628.54,3823.63,4018.56,4265.23,4563.57,4861.71,5159.68,5159.68,5159.68
Q,1693,2751,120,14,2975.00,650.00,340849.69,5538447.92,167.40,1855.25,2778.29,3628.54,3823.63,4018.56,4265.23,4563.57,4861.71,5159.68,5159.68,5159.68
Q,1694,2774,121,14,3000.00,650.00,340862.19,5538426.26,167.40,1855.25,2778.29,3628.54,3823.63,4018.56,4265.23,4563.57,4861.71,5159.68,5159.68,5159.68
Q,1695,15,1,15,0.00,700.00,339406.33,5541049.81,171.50,1813.16,2262.16,2713.50,3229.38,4038.19,4685.60,5076.76,5368.46,5659.45,5752.24,5752.24
Q,1696,38,2,15,25.00,700.00,339418.82,5541028.15,171.50,1813.16,2262.16,2713.50,3229.38,4038.19,4685.60,5076.76,5368.46,5659.45,5752.24,5752.24
Q,1697,61,3,15,50.00,700.00,339431.32,5541006.50,171.50,1813.16,2262.16,2713.50,3229.38,4038.19,4685.60,5076.76,5368.46,5659.45,5752.24,5752.24
Q,1698,84,4,15,75.00,700.00,339443.81,5540984.84,171.50,1813.16,2262.16,2713.50,3229.38,4038.19,4685.60,5076.76,5368.46,5659.45,5752.24,5752.24
Q,1699,107,5,15,100.00,700.00,339456.30,5540963.19,171.50,1813.16,2262.16,2713.50,3229.38,4038.19,4685.60,5076.76,5368.46,5659.45,5752.24,5752.24
Q,1700,130,6,15,125.00,700.00,339468.80,5540941.53,171.50,1813.16,2262.16,2713.50,3229.38,4038.19,4685.60,5076.76,5368.46,5659.45,5752.24,5752.24
Q,1701,153,7,15,150.00,700.00,339481.29,5540919.88,171.50,1813.16,2262.16,2713.50,3229.38,4038.19,4685.60,5076.76,5368.46,5659.45,5752.24,5752.24
Q,1702,176,8,15,175.00,700.00,339493.78,5540898.22,171.50,1813.16,2262.16,2713.50,3229.38,4038.19,4685.60,5076.76,5368.46,5659.45,5752.24,5752.24
Q,1703,199,9,15,200.00,700.00,339506.27,5540876.57,171.50,1813.16,2262.16,2713.50,3229.38,4038.19,4685.60,5076.76,5368.46,5659.45,5752.24,5752.24
Q,1704,222,10,15,225.00,700.00,339518.77,5540854.91,171.50,1813.16,2262.16,2713.50,3229.38,4038.19,4685.60,5076.76,5368.46,5659.45,5752.24,5752.24
Q,1705,245,11,15,250.00,700.00,339531.26,5540833.26,171.50,1813.16,2262.16,2713.50,3229.38,4038.19,4685.60,5076.76,5368.46,5659.45,5752.24,5752.24
Q,1706,268,12,15,275.00,700.00,339543.75,5540811.60,171.50,1813.16,2262.16,2713.50,3229.38,4038.19,4685.60,5076.76,5368.46,5659.45,5752.24,5752.24
Q,1707,291,13,15,300.00,700.00,339556.25,5540789.95,171.50,1813.16,2262.16,2713.50,3229.38,4038.19,4685.60,5076.76,5368.46,5659.45,5752.24,5752.24
Q,1708,314,14,15,325.00,700.00,339568.74,5540768.30,171.50,1813.16,2262.16,2713.50,3229.38,4038.19,4685.60,5076.76,5368.46,5659.45,5752.24,5752.24
Q,1709,337,15,15,350.00,700.00,339581.23,5540746.64,171.50,1813.16,2262.16,2713.50,3229.38,4038.19,4685.60,5076.76,5368.46,5659.45,5752.24,5752.24
Q,1710,360,16,15,375.00,700.00,339593.73,5540724.99,171.50,1813.16,2262.16,2713.50,3229.38,4038.19,4685.60,5076.76,5368.46,5659.45,5752.24,5752.24
Q,1711,383,17,15,400.00,700.00,339606.22,5540703.33,171.50,1813.16,2262.16,2713.50,3229.38,4038.19,4685.60,5076.76,5368.46,5659.45,5752.24,5752.24
Q,1712,406,18,15,425.00,700.00,339618.71,5540681.68,171.50,1813.16,2262.16,2713.50,3229.38,4038.19,4685.60,5076.76,5368.46,5659.45,5752.24,5752.24
Q,1713,429,19,15,450.00,700.00,339631.21,5540660.02,171.50,1813.16,2262.16,2713.50,3229.38,4038.19,4685.60,5076.76,5368.46,5659.45,5752.24,5752.24
Q,1714,452,20,15,475.00,700.00,339643.70,5540638.37,171.50,1813.16,2262.16,2713.50,3229.38,4038.19,4685.60,5076.76,5368.46,5659.45,5752.24,5752.24
Q,1715,475,21,15,500.00,700.00,339656.19,5540616.71,171.50,1813.16,2262.16,2713.50,3229.38,4038.19,4685.60,5076.76,5368.46,5659.45,5752.24,5752.24
Q,1716,498,22,15,525.00,700.00,339668.68,5540595.06,171.60,1812.49,2273.18,2733.47,3247.95,4035.23,4654.58,5031.57,5315.83,5599.19,5695.87,5706.27
Q,1717,521,23,15,550.00,700.00,339681.18,5540573.40,171.70,1811.83,2284.36,2753.89,3266.84,4032.27,4624.16,4987.56,5264.73,5540.81,5641.13,5661.39
Q,1718,544,24,15,575.00,700.00,339693.67,5540551.75,171.80,1811.17,2295.71,2774.78,3286.07,4029.33,4594.33,4944.69,5215.07,5484.22,5587.93,5617.54
Q,1719,567,25,15,600.00,700.00,339706.16,5540530.09,171.90,1810.50,2307.23,2796.14,3305.63,4026.39,4565.07,4902.91,5166.79,5429.33,5536.22,5574.71
Q,1720,590,26,15,625.00,700.00,339718.66,5540508.44,172.00,1809.84,2318.92,2818.01,3325.56,4023.45,4536.36,4862.17,5119.82,5376.06,5485.91,5532.83
Q,1721,613,27,15,650.00,700.00,339731.15,5540486.79,172.10,1809.18,2330.80,2840.40,3345.85,4020.53,4508.19,4822.42,5074.12,5324.32,5436.95,5491.89
Q,1722,636,28,15,675.00,700.00,339743.64,5540465.13,172.20,1808.52,2342.85,2863.34,3366.51,4017.60,4480.54,4783.64,5029.61,5274.05,5389.28,5451.84
Q,1723,659,29,15,700.00,700.00,339756.14,5540443.48,172.30,1807.86,2355.10,2886.83,3387.56,4014.69,4453.39,4745.78,4986.26,5225.18,5342.84,5412.66
Q,1724,682,30,15,725.00,700.00,339768.63,5540421.82,172.40,1807.20,2367.54,2910.92,3409.01,4011.78,4426.72,4708.80,4944.01,5177.64,5297.58,5374.31
Q,1725,705,31,15,750.00,700.00,339781.12,5540400.17,172.50,1806.54,2380.18,2935.62,3430.88,4008.88,4400.53,4672.67,4902.82,5131.38,5253.45,5336.76
Q,1726,728,32,15,775.00,700.00,339793.61,5540378.51,172.60,1805.89,2393.03,2960.95,3453.17,4005.98,4374.80,4637.36,4862.63,5086.33,5210.40,5299.99
Q,1727,751,33,15,800.00,700.00,339806.11,5540356.86,172.70,1805.23,2406.08,2986.96,3475.90,4003.09,4349.52,4602.84,4823.42,5042.45,5168.40,5263.97
Q,1728,774,34,15,825.00,700.00,339818.60,5540335.20,172.80,1804.57,2419.36,3013.66,3499.08,4000.21,4324.67,4569.08,4785.15,4999.69,5127.40,5228.67
Q,1729,797,35,15,850.00,700.00,339831.09,5540313.55,172.90,1803.92,2432.85,3041.09,3522.74,3997.33,4300.24,4536.06,4747.77,4957.99,5087.35,5194.08
Q,1730,820,36,15,875.00,700.00,339843.59,5540291.89,173.00,1803.26,2446.57,3069.29,3546.88,3994.46,4276.22,4503.73,4711.25,4917.33,5048.24,5160.16
Q,1731,843,37,15,900.00,700.00,339856.08,5540270.24,173.10,1802.61,2460.53,3098.28,3571.53,3991.60,4252.59,4472.09,4675.57,4877.64,5010.00,5126.89
Q,1732,866,38,15,925.00,700.00,339868.57,5540248.58,173.20,1801.96,2474.73,3128.11,3596.69,3988.74,4229.36,4441.11,4640.68,4838.90,4972.63,5094.27
Q,1733,889,39,15,950.00,700.00,339881.07,5540226.93,173.30,1801.30,2489.17,3158.82,3622.40,3985.89,4206.50,4410.76,4606.56,4801.07,4936.08,5062.25
Q,1734,912,40,15,975.00,700.00,339893.56,5540205.27,173.40,1800.65,2503.88,3190.46,3648.67,3983.04,4184.01,4381.03,4573.18,4764.12,4900.32,5030.84
Q,1735,935,41,15,1000.00,700.00,339906.05,5540183.62,173.50,1800.00,2518.84,3223.06,3675.51,3980.20,4161.87,4351.89,4540.52,4728.00,4865.33,5000.00
Q,1736,958,42,15,1025.00,700.00,339918.55,5540161.97,173.60,1800.00,2522.83,3229.54,3675.97,3977.33,4160.47,4353.19,4544.37,4734.27,4870.57,5002.17
Q,1737,981,43,15,1050.00,700.00,339931.04,5540140.31,173.70,1800.00,2526.83,3236.07,3676.44,3974.46,4159.07,4354.50,4548.23,4740.56,4875.83,5004.34
Q,1738,1004,44,15,1075.00,700.00,339943.53,5540118.66,173.80,1800.00,2530.86,3242.63,3676.90,3971.60,4157.66,4355.81,4552.11,4746.88,4881.10,5006.52
Q,1739,1027,45,15,1100.00,700.00,339956.02,5540097.00,173.90,1800.00,2534.90,3249.24,3677.36,3968.74,4156.26,4357.11,4555.99,4753.22,4886.39,5008.70
Q,1740,1050,46,15,1125.00,700.00,339968.52,5540075.35,174.00,1800.00,2538.96,3255.88,3677.82,3965.89,4154.87,4358.42,4559.88,4759.59,4891.70,5010.88
Q,1741,1073,47,15,1150.00,700.00,339981.01,5540053.69,174.10,1800.00,2543.05,3262.57,3678.29,3963.05,4153.47,4359.73,4563.78,4765.99,4897.02,5013.07
Q,1742,1096,48,15,1175.00,700.00,339993.50,5540032.04,174.20,1800.00,2547.15,3269.30,3678.75,3960.21,4152.07,4361.04,4567.69,4772.41,4902.37,5015.26
Q,1743,1119,49,15,1200.00,700.00,340006.00,5540010.38,174.30,1800.00,2551.27,3276.07,3679.21,3957.38,4150.68,4362.36,4571.61,4778.85,4907.73,5017.45
Q,1744,1142,50,15,1225.00,700.00,340018.49,5539988.73,174.40,1800.00,2555.41,3282.88,3679.68,3954.55,4149.29,4363.67,4575.54,4785.33,4913.10,5019.64
Q,1745,1165,51,15,1250.00,700.00,340030.98,5539967.07,174.50,1800.00,2559.57,3289.73,3680.14,3951.73,4147.90,4364.98,4579.49,4791.82,4918.50,5021.84
Q,1746,1188,52,15,1275.00,700.00,340043.48,5539945.42,174.60,1800.00,2563.75,3296.63,3680.61,3948.92,4146.51,4366.30,4583.44,4798.35,4923.91,5024.04
Q,1747,1211,53,15,1300.00,700.00,340055.97,5539923.76,174.70,1800.00,2567.96,3303.57,3681.07,3946.11,4145.12,4367.62,4587.40,4804.90,4929.34,5026.24
Q,1748,1234,54,15,1325.00,700.00,340068.46,5539902.11,174.80,1800.00,2572.18,3310.56,3681.53,3943.31,4143.73,4368.94,4591.37,4811.48,4934.79,5028.44
Q,1749,1257,55,15,1350.00,700.00,340080.96,5539880.46,174.90,1800.00,2576.43,3317.59,3682.00,3940.52,4142.34,4370.25,4595.35,4818.09,4940.26,5030.65
Q,1750,1280,56,15,1375.00,700.00,340093.45,5539858.80,175.00,1800.00,2580.69,3324.66,3682.46,3937.73,4140.96,4371.58,4599.35,4824.72,4945.74,5032.86
Q,1751,1303,57,15,1400.00,700.00,340105.94,5539837.15,175.10,1800.00,2584.98,3331.78,3682.93,3934.94,4139.58,4372.90,4603.35,4831.38,4951.25,5035.08
Q,1752,1326,58,15,1425.00,700.00,340118.43,5539815.49,175.20,1800.00,2589.29,3338.95,3683.39,3932.17,4138.20,4374.22,4607.37,4838.07,4956.77,5037.29
Q,1753,1349,59,15,1450.00,700.00,340130.93,5539793.84,175.30,1800.00,2593.62,3346.16,3683.86,3929.40,4136.82,4375.54,4611.39,4844.78,4962.31,5039.51
Q,1754,1372,60,15,1475.00,700.00,340143.42,5539772.18,175.40,1800.00,2597.97,3353.42,3684.33,3926.63,4135.44,4376.87,4615.43,4851.53,4967.87,5041.74
Q,1755,1395,61,15,1500.00,700.00,340155.91,5539750.53,175.50,1800.00,2602.34,3360.73,3684.79,3923.87,4134.06,4378.20,4619.47,4858.30,4973.45,5043.96
Q,1756,1418,62,15,1525.00,700.00,340168.41,5539728.87,175.60,1800.00,2606.74,3368.08,3685.26,3921.12,4132.68,4379.53,4623.53,4865.10,4979.04,5046.19
Q,1757,1441,63,15,1550.00,700.00,340180.90,5539707.22,175.70,1800.00,2611.16,3375.48,3685.72,3918.37,4131.31,4380.85,4627.59,4871.93,4984.66,5048.42
Q,1758,1464,64,15,1575.00,700.00,340193.39,5539685.56,175.80,1800.00,2615.60,3382.94,3686.19,3915.63,4129.93,4382.18,4631.67,4878.79,4990.29,5050.66
Q,1759,1487,65,15,1600.00,700.00,340205.89,5539663.91,175.90,1800.00,2620.06,3390.44,3686.66,3912.89,4128.56,4383.52,4635.76,4885.68,4995.95,5052.89
Q,1760,1510,66,15,1625.00,700.00,340218.38,5539642.25,176.00,1800.00,2624.55,3397.99,3687.12,3910.16,4127.19,4384.85,4639.86,4892.59,5001.62,5055.13
Q,1761,1533,67,15,1650.00,700.00,340230.87,5539620.60,176.10,1800.00,2629.06,3405.59,3687.59,3907.43,4125.82,4386.18,4643.97,4899.54,5007.31,5057.38
